#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2014-01-01 00:00:00+00:00 2014-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
JFK,2014-04-27 03:51,-73.7622,40.6386,48.02,44.06,86.08,0.00,0.00,0.00,29.89,1012.00,10.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,48.02,KJFK 270351Z 00000KT 10SM BKN070 09/07 A2989 RMK AO2 SLP120 T00890067 $
JFK,2014-04-27 04:51,-73.7622,40.6386,48.02,44.06,86.08,300.00,7.00,0.00,29.89,1012.10,10.00,M,FEW,SCT,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,44.31,KJFK 270451Z 30007KT 10SM FEW050 SCT070 09/07 A2989 RMK AO2 SLP121 T00890067 401940078 $
JFK,2014-04-27 05:51,-73.7622,40.6386,50.00,37.04,60.89,310.00,12.00,0.00,29.89,1012.10,10.00,M,SCT,SCT,M,M,5000.00,7500.00,M,M,M,M,M,M,M,M,M,44.91,KJFK 270551Z 31012KT 10SM SCT050 SCT075 10/03 A2989 RMK AO2 SLP121 60001 T01000028 10100 20078 51003 $
JFK,2014-04-27 06:51,-73.7622,40.6386,48.02,35.96,62.82,330.00,10.00,0.00,29.89,1012.00,10.00,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,43.06,KJFK 270651Z 33010KT 10SM SCT050 09/02 A2989 RMK AO2 SLP120 T00890022 $
JFK,2014-04-27 07:51,-73.7622,40.6386,48.02,35.06,60.62,320.00,12.00,0.00,29.90,1012.30,10.00,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,42.39,KJFK 270751Z 32012KT 10SM SCT050 09/02 A2990 RMK AO2 SLP123 T00890017 $
JFK,2014-04-27 08:51,-73.7622,40.6386,48.02,35.06,60.62,320.00,9.00,0.00,29.90,1012.60,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,43.43,KJFK 270851Z 32009KT 10SM FEW050 09/02 A2990 RMK AO2 SLP126 T00890017 53005 $
JFK,2014-04-27 09:51,-73.7622,40.6386,46.04,35.06,65.32,310.00,7.00,0.00,29.93,1013.30,10.00,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,41.89,KJFK 270951Z 31007KT 10SM FEW050 08/02 A2993 RMK AO2 SLP133 T00780017 $
JFK,2014-04-27 10:51,-73.7622,40.6386,48.02,35.06,60.62,330.00,9.00,0.00,29.95,1014.00,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,43.43,KJFK 271051Z 33009KT 10SM FEW060 09/02 A2995 RMK AO2 SLP140 T00890017 $
JFK,2014-04-27 11:51,-73.7622,40.6386,50.00,35.06,56.30,330.00,17.00,0.00,29.97,1014.70,10.00,27.00,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,27.00,320.00,2014-04-27 11:49,43.66,KJFK 271151Z 33017G27KT 10SM FEW060 10/02 A2997 RMK AO2 PK WND 32027/1149 SLP147 70002 T01000017 10100 20078 51021 $
JFK,2014-04-27 12:51,-73.7622,40.6386,51.98,35.06,52.32,330.00,14.00,0.00,29.97,1015.00,10.00,22.00,FEW,SCT,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,51.98,KJFK 271251Z 33014G22KT 10SM FEW060 SCT250 11/02 A2997 RMK AO2 SLP150 T01110017 $
JFK,2014-04-27 13:51,-73.7622,40.6386,53.06,33.08,46.46,320.00,16.00,0.00,29.98,1015.20,10.00,22.00,BKN,BKN,M,M,4200.00,25000.00,M,M,M,M,M,M,M,M,M,53.06,KJFK 271351Z 32016G22KT 10SM BKN042 BKN250 12/01 A2998 RMK AO2 SLP152 T01170006 $
JFK,2014-04-27 14:51,-73.7622,40.6386,55.94,32.00,40.05,310.00,17.00,0.00,29.99,1015.60,10.00,22.00,BKN,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,55.94,KJFK 271451Z 31017G22KT 10SM BKN048 13/00 A2999 RMK AO2 SLP156 T01330000 53009 $
JFK,2014-04-27 15:51,-73.7622,40.6386,57.92,32.00,37.28,320.00,16.00,0.00,29.99,1015.50,10.00,23.00,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,57.92,KJFK 271551Z 32016G23KT 10SM BKN050 14/00 A2999 RMK AO2 SLP155 T01440000 $
JFK,2014-04-27 16:51,-73.7622,40.6386,57.92,32.00,37.28,310.00,12.00,0.00,29.99,1015.40,10.00,19.00,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,57.92,KJFK 271651Z 31012G19KT 10SM BKN055 14/00 A2999 RMK AO2 SLP154 T01440000 $
JFK,2014-04-27 17:51,-73.7622,40.6386,59.00,30.92,34.34,320.00,12.00,0.00,29.98,1015.20,10.00,21.00,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,59.00,KJFK 271751Z 32012G21KT 10SM BKN055 15/M01 A2998 RMK AO2 SLP152 T01501006 10156 20100 58004 $
JFK,2014-04-27 18:51,-73.7622,40.6386,59.00,30.02,33.10,340.00,17.00,0.00,29.99,1015.60,10.00,23.00,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,59.00,KJFK 271851Z 34017G23KT 10SM BKN055 15/M01 A2999 RMK AO2 SLP156 T01501011 $
JFK,2014-04-27 19:51,-73.7622,40.6386,57.92,30.92,35.69,360.00,11.00,0.00,30.00,1015.70,10.00,M,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,57.92,KJFK 271951Z 36011KT 10SM BKN055 14/M01 A3000 RMK AO2 SLP157 T01441006 $
JFK,2014-04-27 20:51,-73.7622,40.6386,59.00,32.00,35.87,340.00,14.00,0.00,30.00,1015.80,10.00,M,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,59.00,KJFK 272051Z 34014KT 10SM BKN055 15/00 A3000 RMK AO2 SLP158 T01500000 51006 $
JFK,2014-04-27 21:51,-73.7622,40.6386,57.02,30.92,36.87,340.00,16.00,0.00,30.01,1016.30,10.00,21.00,BKN,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,57.02,KJFK 272151Z 34016G21KT 10SM BKN060 14/M01 A3001 RMK AO2 SLP163 T01391006 $
JFK,2014-04-27 22:51,-73.7622,40.6386,57.02,30.02,35.54,330.00,13.00,0.00,30.03,1017.00,10.00,22.00,BKN,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,57.02,KJFK 272251Z 33013G22KT 10SM BKN065 14/M01 A3003 RMK AO2 SLP170 T01391011 $
JFK,2014-04-27 23:51,-73.7622,40.6386,55.94,30.92,38.34,360.00,12.00,0.00,30.06,1017.80,10.00,M,FEW,BKN,M,M,5500.00,6500.00,M,M,M,M,M,M,M,M,M,55.94,KJFK 272351Z 36012KT 10SM FEW055 BKN065 13/M01 A3006 RMK AO2 SLP178 T01331006 10161 20133 53020 $
JFK,2014-04-28 00:51,-73.7622,40.6386,55.94,32.00,40.05,350.00,9.00,0.00,30.08,1018.70,10.00,M,FEW,BKN,M,M,5500.00,6500.00,M,M,M,M,M,M,M,M,M,55.94,KJFK 280051Z 35009KT 10SM FEW055 BKN065 13/00 A3008 RMK AO2 SLP187 T01330000 $
JFK,2014-04-28 01:51,-73.7622,40.6386,53.96,33.08,44.95,360.00,11.00,0.00,30.11,1019.70,10.00,M,FEW,BKN,M,M,5500.00,6500.00,M,M,M,M,M,M,M,M,M,53.96,KJFK 280151Z 36011KT 10SM FEW055 BKN065 12/01 A3011 RMK AO2 SLP197 T01220006 $
JFK,2014-04-28 02:51,-73.7622,40.6386,51.98,33.98,50.11,360.00,7.00,0.00,30.12,1019.90,10.00,M,BKN,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,51.98,KJFK 280251Z 36007KT 10SM BKN065 11/01 A3012 RMK AO2 SLP199 T01110011 51021 $
JFK,2014-04-28 03:51,-73.7622,40.6386,51.08,35.06,54.09,360.00,9.00,0.00,30.12,1020.00,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,51.08,KJFK 280351Z 36009KT 10SM FEW070 11/02 A3012 RMK AO2 SLP200 T01060017 $
JFK,2014-04-28 04:51,-73.7622,40.6386,50.00,35.96,58.34,10.00,7.00,0.00,30.12,1019.70,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,46.72,KJFK 280451Z 01007KT 10SM FEW070 10/02 A3012 RMK AO2 SLP197 T01000022 401610078 $
JFK,2014-04-28 05:51,-73.7622,40.6386,48.92,35.06,58.61,360.00,9.00,0.00,30.10,1019.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.55,KJFK 280551Z 36009KT 10SM CLR 09/02 A3010 RMK AO2 SLP192 T00940017 10133 20094 58007 $
JFK,2014-04-28 06:51,-73.7622,40.6386,46.94,35.06,63.13,360.00,8.00,0.00,30.10,1019.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.52,KJFK 280651Z 36008KT 10SM CLR 08/02 A3010 RMK AO2 SLP191 T00830017 $
JFK,2014-04-28 07:51,-73.7622,40.6386,46.94,35.06,63.13,10.00,5.00,0.00,30.08,1018.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.14,KJFK 280751Z 01005KT 10SM CLR 08/02 A3008 RMK AO2 SLP187 T00830017 $
JFK,2014-04-28 08:51,-73.7622,40.6386,46.04,35.06,65.32,350.00,7.00,0.00,30.09,1018.90,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,41.89,KJFK 280851Z 35007KT 10SM FEW070 08/02 A3009 RMK AO2 SLP189 T00780017 55004 $
JFK,2014-04-28 09:51,-73.7622,40.6386,44.96,33.98,65.18,330.00,8.00,0.00,30.10,1019.40,10.00,M,FEW,SCT,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,40.08,KJFK 280951Z 33008KT 10SM FEW065 SCT250 07/01 A3010 RMK AO2 SLP194 T00720011 $
JFK,2014-04-28 10:51,-73.7622,40.6386,48.02,35.06,60.62,340.00,9.00,0.00,30.12,1019.90,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,43.43,KJFK 281051Z 34009KT 10SM SCT250 09/02 A3012 RMK AO2 SLP199 T00890017 $
JFK,2014-04-28 11:51,-73.7622,40.6386,50.00,35.06,56.30,350.00,12.00,0.00,30.12,1019.80,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,44.91,KJFK 281151Z 35012KT 10SM SCT250 10/02 A3012 RMK AO2 SLP198 T01000017 10100 20072 50009 $
JFK,2014-04-28 12:51,-73.7622,40.6386,53.06,33.98,48.16,330.00,11.00,0.00,30.12,1019.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,53.06,KJFK 281251Z 33011KT 10SM FEW250 12/01 A3012 RMK AO2 SLP199 T01170011 $
JFK,2014-04-28 13:51,-73.7622,40.6386,55.04,32.00,41.38,350.00,10.00,0.00,30.11,1019.70,10.00,M,FEW,SCT,M,M,4700.00,25000.00,M,M,M,M,M,M,M,M,M,55.04,KJFK 281351Z 35010KT 10SM FEW047 SCT250 13/00 A3011 RMK AO2 SLP197 T01280000 $
JFK,2014-04-28 14:51,-73.7622,40.6386,57.02,33.08,40.22,320.00,9.00,0.00,30.11,1019.50,10.00,M,FEW,SCT,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,57.02,KJFK 281451Z 32009KT 10SM FEW050 SCT250 14/01 A3011 RMK AO2 SLP195 T01390006 58003
JFK,2014-04-28 15:51,-73.7622,40.6386,59.00,33.08,37.46,320.00,7.00,0.00,30.08,1018.70,10.00,M,FEW,BKN,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,59.00,KJFK 281551Z 32007KT 10SM FEW055 BKN250 15/01 A3008 RMK AO2 SLP187 T01500006
JFK,2014-04-28 16:51,-73.7622,40.6386,60.08,30.92,33.04,330.00,7.00,0.00,30.06,1017.80,10.00,14.00,FEW,BKN,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,60.08,KJFK 281651Z 33007G14KT 10SM FEW060 BKN250 16/M01 A3006 RMK AO2 SLP178 T01561006
JFK,2014-04-28 17:51,-73.7622,40.6386,62.06,28.04,27.38,350.00,9.00,0.00,30.05,1017.50,10.00,M,FEW,BKN,M,M,6000.00,26000.00,M,M,M,M,M,M,M,M,M,62.06,KJFK 281751Z 35009KT 10SM FEW060 BKN260 17/M02 A3005 RMK AO2 SLP175 T01671022 10172 20100 56020
JFK,2014-04-28 18:51,-73.7622,40.6386,62.96,28.04,26.53,340.00,8.00,0.00,30.04,1017.10,10.00,M,FEW,BKN,M,M,6000.00,26000.00,M,M,M,M,M,M,M,M,M,62.96,KJFK 281851Z 34008KT 10SM FEW060 BKN260 17/M02 A3004 RMK AO2 SLP171 T01721022
JFK,2014-04-28 19:51,-73.7622,40.6386,64.94,24.98,21.81,330.00,9.00,0.00,30.02,1016.50,10.00,18.00,FEW,BKN,M,M,6000.00,26000.00,M,M,M,M,M,M,M,M,M,64.94,KJFK 281951Z 33009G18KT 10SM FEW060 BKN260 18/M04 A3002 RMK AO2 SLP165 T01831039
JFK,2014-04-28 20:34,-73.7622,40.6386,62.60,33.80,33.93,210.00,10.00,0.00,30.03,M,10.00,M,FEW,BKN,M,M,6000.00,26000.00,M,M,M,M,M,M,M,M,M,62.60,KJFK 282034Z 21010KT 10SM FEW060 BKN260 17/01 A3003 RMK AO2
JFK,2014-04-28 20:51,-73.7622,40.6386,60.08,33.08,36.04,200.00,12.00,0.00,30.04,1017.20,10.00,M,FEW,BKN,M,M,6000.00,26000.00,M,M,M,M,M,M,M,M,M,60.08,KJFK 282051Z 20012KT 10SM FEW060 BKN260 16/01 A3004 RMK AO2 SLP172 T01560006 55003
JFK,2014-04-28 21:51,-73.7622,40.6386,55.94,37.94,50.72,190.00,13.00,0.00,30.05,1017.50,10.00,M,FEW,BKN,M,M,21000.00,26000.00,M,M,M,M,M,M,M,M,M,55.94,KJFK 282151Z 19013KT 10SM FEW210 BKN260 13/03 A3005 RMK AO2 SLP175 T01330033
JFK,2014-04-28 22:51,-73.7622,40.6386,53.06,37.94,56.34,170.00,7.00,0.00,30.05,1017.40,10.00,M,FEW,SCT,BKN,M,15000.00,21000.00,26000.00,M,M,M,M,M,M,M,M,53.06,KJFK 282251Z 17007KT 10SM FEW150 SCT210 BKN260 12/03 A3005 RMK AO2 SLP174 T01170033
JFK,2014-04-28 23:51,-73.7622,40.6386,51.08,39.02,63.22,190.00,9.00,0.00,30.08,1018.40,10.00,M,SCT,BKN,M,M,16000.00,24000.00,M,M,M,M,M,M,M,M,M,51.08,KJFK 282351Z 19009KT 10SM SCT160 BKN240 11/04 A3008 RMK AO2 SLP184 T01060039 10189 20106 53012
JFK,2014-04-29 00:51,-73.7622,40.6386,51.08,39.02,63.22,180.00,9.00,0.00,30.09,1018.90,10.00,M,FEW,BKN,OVC,M,16000.00,22000.00,26000.00,M,M,M,M,M,M,M,M,51.08,KJFK 290051Z 18009KT 10SM FEW160 BKN220 OVC260 11/04 A3009 RMK AO2 SLP189 T01060039
JFK,2014-04-29 01:51,-73.7622,40.6386,51.08,41.00,68.28,200.00,5.00,0.00,30.11,1019.60,10.00,M,SCT,OVC,M,M,14000.00,20000.00,M,M,M,M,M,M,M,M,M,51.08,KJFK 290151Z 20005KT 10SM SCT140 OVC200 11/05 A3011 RMK AO2 SLP196 T01060050
JFK,2014-04-29 02:51,-73.7622,40.6386,51.08,42.08,71.19,120.00,8.00,0.00,30.13,1020.10,10.00,M,FEW,OVC,M,M,14000.00,21000.00,M,M,M,M,M,M,M,M,M,51.08,KJFK 290251Z 12008KT 10SM FEW140 OVC210 11/06 A3013 RMK AO2 SLP201 T01060056 52017
JFK,2014-04-29 03:51,-73.7622,40.6386,50.00,42.08,74.10,110.00,11.00,0.00,30.15,1021.00,10.00,M,OVC,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,45.21,KJFK 290351Z 11011KT 10SM OVC210 10/06 A3015 RMK AO2 SLP210 T01000056 $
JFK,2014-04-29 04:51,-73.7622,40.6386,50.00,41.00,71.07,100.00,10.00,0.00,30.17,1021.60,10.00,M,OVC,M,M,M,19000.00,M,M,M,M,M,M,M,M,M,M,45.54,KJFK 290451Z 10010KT 10SM OVC190 10/05 A3017 RMK AO2 SLP216 T01000050 401890072 $
JFK,2014-04-29 05:51,-73.7622,40.6386,48.92,37.94,65.67,90.00,11.00,0.00,30.19,1022.10,10.00,M,OVC,M,M,M,17000.00,M,M,M,M,M,M,M,M,M,M,43.85,KJFK 290551Z 09011KT 10SM OVC170 09/03 A3019 RMK AO2 SLP221 T00940033 10111 20094 51020 $
JFK,2014-04-29 06:51,-73.7622,40.6386,48.92,37.04,63.39,90.00,10.00,0.00,30.21,1022.90,10.00,M,FEW,BKN,OVC,M,3500.00,14000.00,19000.00,M,M,M,M,M,M,M,M,44.19,KJFK 290651Z 09010KT 10SM FEW035 BKN140 OVC190 09/03 A3021 RMK AO2 SLP229 T00940028 $
JFK,2014-04-29 07:51,-73.7622,40.6386,48.92,39.92,70.95,100.00,9.00,0.00,30.23,1023.70,10.00,M,FEW,BKN,OVC,M,3300.00,14000.00,19000.00,M,M,M,M,M,M,M,M,44.55,KJFK 290751Z 10009KT 10SM FEW033 BKN140 OVC190 09/04 A3023 RMK AO2 SLP237 T00940044 $
JFK,2014-04-29 08:39,-73.7622,40.6386,48.20,39.20,70.88,90.00,8.00,0.00,30.22,M,10.00,M,BKN,OVC,M,M,2700.00,14000.00,M,M,M,M,M,M,M,M,M,44.07,KJFK 290839Z 09008KT 10SM BKN027 OVC140 09/04 A3022 RMK AO2 $
JFK,2014-04-29 08:51,-73.7622,40.6386,48.92,39.92,70.95,100.00,12.00,0.00,30.21,1023.00,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,43.54,KJFK 290851Z 10012KT 10SM OVC024 09/04 A3021 RMK AO2 SLP230 T00940044 50009 $
JFK,2014-04-29 09:51,-73.7622,40.6386,48.02,41.00,76.53,90.00,12.00,0.00,30.25,1024.20,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,42.39,KJFK 290951Z 09012KT 10SM OVC022 09/05 A3025 RMK AO2 SLP242 T00890050 $
JFK,2014-04-29 10:51,-73.7622,40.6386,46.94,39.92,76.43,110.00,17.00,0.00,30.28,1025.40,10.00,23.00,BKN,OVC,M,M,2000.00,3200.00,M,M,M,M,M,M,M,M,M,39.65,KJFK 291051Z 11017G23KT 10SM BKN020 OVC032 08/04 A3028 RMK AO2 SLP254 T00830044 $
JFK,2014-04-29 11:51,-73.7622,40.6386,46.94,37.94,70.74,100.00,15.00,0.00,30.31,1026.20,10.00,22.00,BKN,OVC,M,M,2400.00,2900.00,M,M,M,M,M,M,M,M,M,40.15,KJFK 291151Z 10015G22KT 10SM BKN024 OVC029 08/03 A3031 RMK AO2 SLP262 T00830033 10100 20083 51031 $
JFK,2014-04-29 12:51,-73.7622,40.6386,48.02,37.04,65.56,70.00,14.00,0.00,30.34,1027.40,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,41.81,KJFK 291251Z 07014KT 10SM OVC022 09/03 A3034 RMK AO2 SLP274 T00890028 $
JFK,2014-04-29 13:51,-73.7622,40.6386,48.02,37.04,65.56,80.00,11.00,0.00,30.36,1028.10,10.00,20.00,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,42.71,KJFK 291351Z 08011G20KT 10SM OVC022 09/03 A3036 RMK AO2 SLP281 T00890028
JFK,2014-04-29 14:51,-73.7622,40.6386,48.92,37.94,65.67,100.00,23.00,0.0001,30.35,1027.80,10.00,29.00,FEW,BKN,BKN,M,1300.00,2700.00,4400.00,M,M,M,M,M,29.00,100.00,2014-04-29 14:51,41.06,KJFK 291451Z 10023G29KT 10SM FEW013 BKN027 BKN044 09/03 A3035 RMK AO2 PK WND 10029/1451 RAB00E22 SLP278 P0000 60000 T00940033 50017
JFK,2014-04-29 15:51,-73.7622,40.6386,48.92,37.04,63.39,110.00,18.00,0.00,30.38,1028.80,10.00,30.00,FEW,BKN,OVC,M,1300.00,2200.00,3000.00,M,M,M,M,M,32.00,100.00,2014-04-29 15:08,42.02,KJFK 291551Z 11018G30KT 10SM FEW013 BKN022 OVC030 09/03 A3038 RMK AO2 PK WND 10032/1508 SLP288 BKN V SCT T00940028
JFK,2014-04-29 16:51,-73.7622,40.6386,48.92,37.04,63.39,100.00,22.00,0.0001,30.38,1028.60,10.00,29.00,FEW,BKN,OVC,M,1600.00,2500.00,3000.00,M,M,M,M,M,29.00,100.00,2014-04-29 16:46,41.24,KJFK 291651Z 10022G29KT 10SM FEW016 BKN025 OVC030 09/03 A3038 RMK AO2 PK WND 10029/1646 RAB13E27 SLP286 P0000 T00940028
JFK,2014-04-29 17:51,-73.7622,40.6386,48.02,37.04,65.56,90.00,20.00,0.00,30.38,1028.60,10.00,28.00,BKN,OVC,M,M,2000.00,2900.00,M,M,M,M,M,M,29.00,110.00,2014-04-29 17:41,40.42,KJFK 291751Z 09020G28KT 10SM BKN020 OVC029 09/03 A3038 RMK AO2 PK WND 11029/1741 SLP286 60000 T00890028 10106 20078 51008 $
JFK,2014-04-29 18:51,-73.7622,40.6386,48.02,35.96,62.82,90.00,20.00,0.00,30.39,1028.90,10.00,25.00,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,34.00,100.00,2014-04-29 18:31,40.42,KJFK 291851Z 09020G25KT 10SM OVC024 09/02 A3039 RMK AO2 PK WND 10034/1831 SLP289 T00890022 $
JFK,2014-04-29 19:51,-73.7622,40.6386,46.04,39.02,76.35,100.00,23.00,0.0001,30.37,1028.50,10.00,29.00,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,29.00,110.00,2014-04-29 19:51,37.19,KJFK 291951Z 10023G29KT 10SM OVC020 08/04 A3037 RMK AO2 PK WND 11029/1951 RAB02E50 SLP285 P0000 T00780039 $
JFK,2014-04-29 20:51,-73.7622,40.6386,46.94,37.04,68.28,100.00,25.00,0.0001,30.36,1028.10,10.00,33.00,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,33.00,90.00,2014-04-29 20:50,38.04,KJFK 292051Z 10025G33KT 10SM OVC022 08/03 A3036 RMK AO2 PK WND 09033/2050 RAB23E39 SLP281 P0000 60000 T00830028 58005 $
JFK,2014-04-29 21:51,-73.7622,40.6386,46.04,37.04,70.64,90.00,21.00,0.0001,30.39,1028.90,10.00,30.00,BKN,OVC,M,M,2000.00,3200.00,M,M,M,M,M,M,32.00,100.00,2014-04-29 20:54,37.58,KJFK 292151Z 09021G30KT 10SM BKN020 OVC032 08/03 A3039 RMK AO2 PK WND 10032/2054 RAB02E12 SLP289 P0000 T00780028 $
JFK,2014-04-29 22:51,-73.7622,40.6386,44.06,37.04,76.16,90.00,19.00,0.03,30.37,1028.30,10.00,30.00,BKN,BKN,OVC,M,2200.00,6000.00,7500.00,M,-RA,M,M,M,32.00,100.00,2014-04-29 22:06,35.39,KJFK 292251Z 09019G30KT 10SM -RA BKN022 BKN060 OVC075 07/03 A3037 RMK AO2 PK WND 10032/2206 RAB2152 SLP283 P0003 T00670028
JFK,2014-04-29 23:51,-73.7622,40.6386,44.96,37.94,76.25,100.00,20.00,0.0001,30.42,1030.00,10.00,26.00,BKN,BKN,OVC,M,2000.00,2700.00,11000.00,M,M,M,M,M,27.00,100.00,2014-04-29 23:15,36.35,KJFK 292351Z 10020G26KT 10SM BKN020 BKN027 OVC110 07/03 A3042 RMK AO2 PK WND 10027/2315 RAE12 SLP300 P0000 60003 T00720033 10094 20067 53019
JFK,2014-04-30 00:32,-73.7622,40.6386,44.60,37.40,75.67,90.00,20.00,0.00,30.41,M,10.00,28.00,SCT,BKN,OVC,M,2700.00,8000.00,9500.00,M,M,M,M,M,30.00,100.00,2014-04-30 00:03,35.87,KJFK 300032Z 09020G28KT 10SM SCT027 BKN080 OVC095 07/03 A3041 RMK AO2 PK WND 10030/0003
JFK,2014-04-30 00:51,-73.7622,40.6386,44.06,35.96,72.98,100.00,19.00,0.00,30.42,1029.90,10.00,30.00,SCT,SCT,OVC,M,2100.00,6000.00,7500.00,M,M,M,M,M,30.00,90.00,2014-04-30 00:43,35.39,KJFK 300051Z 10019G30KT 10SM SCT021 SCT060 OVC075 07/02 A3042 RMK AO2 PK WND 09030/0043 SLP299 T00670022
JFK,2014-04-30 01:31,-73.7622,40.6386,44.60,37.40,75.67,90.00,18.00,0.00,30.42,M,10.00,28.00,BKN,BKN,OVC,M,1900.00,7000.00,10000.00,M,M,M,M,M,32.00,90.00,2014-04-30 00:58,36.34,KJFK 300131Z 09018G28KT 10SM BKN019 BKN070 OVC100 07/03 A3042 RMK AO2 PK WND 09032/0058
JFK,2014-04-30 01:51,-73.7622,40.6386,44.96,37.04,73.59,90.00,21.00,0.00,30.42,1030.00,10.00,26.00,BKN,BKN,OVC,M,1900.00,3200.00,7000.00,M,M,M,M,M,33.00,100.00,2014-04-30 01:36,36.14,KJFK 300151Z 09021G26KT 10SM BKN019 BKN032 OVC070 07/03 A3042 RMK AO2 PK WND 10033/0136 SLP300 T00720028
JFK,2014-04-30 02:51,-73.7622,40.6386,44.06,37.94,78.91,90.00,19.00,0.02,30.42,1030.00,10.00,25.00,BKN,OVC,M,M,1700.00,6500.00,M,M,-RA,M,M,M,M,M,M,35.39,KJFK 300251Z 09019G25KT 10SM -RA BKN017 OVC065 07/03 A3042 RMK AO2 PK WND 09031/0158 RAB01 SLP300 P0002 60002 T00670033 56000
JFK,2014-04-30 03:51,-73.7622,40.6386,44.06,37.04,76.16,80.00,16.00,0.0001,30.41,1029.80,10.00,24.00,BKN,BKN,OVC,M,1700.00,3000.00,7000.00,M,-RA,M,M,M,M,M,M,36.14,KJFK 300351Z 08016G24KT 10SM -RA BKN017 BKN030 OVC070 07/03 A3041 RMK AO2 PK WND 10026/0258 RAE0253B17 SLP298 P0000 T00670028
JFK,2014-04-30 04:51,-73.7622,40.6386,44.06,37.04,76.16,80.00,18.00,0.0001,30.40,1029.30,10.00,25.00,FEW,BKN,OVC,M,1700.00,2800.00,7000.00,M,M,M,M,M,M,M,M,35.62,KJFK 300451Z 08018G25KT 10SM FEW017 BKN028 OVC070 07/03 A3040 RMK AO2 RAE0358 SLP293 P0000 T00670028 401060067 $
JFK,2014-04-30 05:51,-73.7622,40.6386,44.06,37.04,76.16,70.00,16.00,0.00,30.40,1029.30,10.00,20.00,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,36.14,KJFK 300551Z 07016G20KT 10SM OVC024 07/03 A3040 RMK AO2 SLP293 60002 T00670028 10072 20067 56007 $
JFK,2014-04-30 06:51,-73.7622,40.6386,44.06,37.04,76.16,70.00,13.00,0.0001,30.37,1028.20,10.00,M,FEW,OVC,M,M,1700.00,2500.00,M,M,-RA,M,M,M,M,M,M,37.02,KJFK 300651Z 07013KT 10SM -RA FEW017 OVC025 07/03 A3037 RMK AO2 RAB0553 SLP282 P0000 T00670028 $
